,date_day,season,year,month,hour,day,workingday,weather,temp,atemp,hum,casual_user,registered_user,total_user,season_label,year_label,month_label,day_label,weather_label,workingday_label
32,2011-01-02,1,0,1,9,0,0,2,0.38,0.3939,0.76,1,19,20,spring,2011,January,Sunday,Mist/Cloudy,Weekend
33,2011-01-02,1,0,1,10,0,0,2,0.36,0.3485,0.81,7,46,53,spring,2011,January,Sunday,Mist/Cloudy,Weekend
34,2011-01-02,1,0,1,11,0,0,2,0.36,0.3333,0.71,16,54,70,spring,2011,January,Sunday,Mist/Cloudy,Weekend
35,2011-01-02,1,0,1,12,0,0,2,0.36,0.3333,0.66,20,73,93,spring,2011,January,Sunday,Mist/Cloudy,Weekend
36,2011-01-02,1,0,1,13,0,0,2,0.36,0.3485,0.66,11,64,75,spring,2011,January,Sunday,Mist/Cloudy,Weekend
37,2011-01-02,1,0,1,14,0,0,3,0.36,0.3485,0.76,4,55,59,spring,2011,January,Sunday,Light Snow/Rain,Weekend
38,2011-01-02,1,0,1,15,0,0,3,0.34,0.3333,0.81,19,55,74,spring,2011,January,Sunday,Light Snow/Rain,Weekend
39,2011-01-02,1,0,1,16,0,0,3,0.34,0.3333,0.71,9,67,76,spring,2011,January,Sunday,Light Snow/Rain,Weekend
40,2011-01-02,1,0,1,17,0,0,1,0.34,0.3333,0.57,7,58,65,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
41,2011-01-02,1,0,1,18,0,0,2,0.36,0.3333,0.46,10,43,53,spring,2011,January,Sunday,Mist/Cloudy,Weekend
42,2011-01-02,1,0,1,19,0,0,1,0.32,0.2879,0.42,1,29,30,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
43,2011-01-02,1,0,1,20,0,0,1,0.3,0.2727,0.39,5,17,22,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
44,2011-01-02,1,0,1,21,0,0,1,0.26,0.2273,0.44,11,20,31,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
45,2011-01-02,1,0,1,22,0,0,1,0.24,0.2121,0.44,0,9,9,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
46,2011-01-02,1,0,1,23,0,0,1,0.22,0.2273,0.47,0,8,8,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
47,2011-01-03,1,0,1,0,1,1,1,0.22,0.197,0.44,0,5,5,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
48,2011-01-03,1,0,1,1,1,1,1,0.2,0.1667,0.44,0,2,2,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
49,2011-01-03,1,0,1,4,1,1,1,0.16,0.1364,0.47,0,1,1,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
50,2011-01-03,1,0,1,5,1,1,1,0.16,0.1364,0.47,0,3,3,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
51,2011-01-03,1,0,1,6,1,1,1,0.14,0.1061,0.5,0,30,30,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
52,2011-01-03,1,0,1,7,1,1,1,0.14,0.1364,0.5,1,63,64,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
53,2011-01-03,1,0,1,8,1,1,1,0.14,0.1212,0.5,1,153,154,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
54,2011-01-03,1,0,1,9,1,1,1,0.16,0.1364,0.43,7,81,88,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
55,2011-01-03,1,0,1,10,1,1,1,0.18,0.1667,0.43,11,33,44,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
56,2011-01-03,1,0,1,11,1,1,1,0.2,0.1818,0.4,10,41,51,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
57,2011-01-03,1,0,1,12,1,1,1,0.22,0.2121,0.35,13,48,61,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
58,2011-01-03,1,0,1,13,1,1,1,0.24,0.2121,0.35,8,53,61,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
59,2011-01-03,1,0,1,14,1,1,1,0.26,0.2424,0.3,11,66,77,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
60,2011-01-03,1,0,1,15,1,1,1,0.26,0.2424,0.3,14,58,72,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
61,2011-01-03,1,0,1,16,1,1,1,0.26,0.2424,0.3,9,67,76,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
62,2011-01-03,1,0,1,17,1,1,1,0.24,0.2273,0.3,11,146,157,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
63,2011-01-03,1,0,1,18,1,1,1,0.24,0.2576,0.32,9,148,157,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
64,2011-01-03,1,0,1,19,1,1,1,0.2,0.2576,0.47,8,102,110,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
65,2011-01-03,1,0,1,20,1,1,1,0.2,0.2273,0.47,3,49,52,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
66,2011-01-03,1,0,1,21,1,1,1,0.18,0.197,0.64,3,49,52,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
67,2011-01-03,1,0,1,22,1,1,1,0.14,0.1515,0.69,0,20,20,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
68,2011-01-03,1,0,1,23,1,1,1,0.18,0.2121,0.55,1,11,12,spring,2011,January,Monday,Clear/Partly cloudy,Weekday
69,2011-01-04,1,0,1,0,2,1,1,0.16,0.1818,0.55,0,5,5,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
70,2011-01-04,1,0,1,1,2,1,1,0.16,0.1818,0.59,0,2,2,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
71,2011-01-04,1,0,1,2,2,1,1,0.14,0.1515,0.63,0,1,1,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
72,2011-01-04,1,0,1,4,2,1,1,0.14,0.1818,0.63,0,2,2,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
73,2011-01-04,1,0,1,5,2,1,1,0.12,0.1515,0.68,0,4,4,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
74,2011-01-04,1,0,1,6,2,1,1,0.12,0.1515,0.74,0,36,36,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
75,2011-01-04,1,0,1,7,2,1,1,0.12,0.1515,0.74,2,92,94,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
76,2011-01-04,1,0,1,8,2,1,1,0.14,0.1515,0.69,2,177,179,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
77,2011-01-04,1,0,1,9,2,1,1,0.16,0.1515,0.64,2,98,100,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
78,2011-01-04,1,0,1,10,2,1,2,0.16,0.1364,0.69,5,37,42,spring,2011,January,Tuesday,Mist/Cloudy,Weekday
79,2011-01-04,1,0,1,11,2,1,1,0.22,0.2121,0.51,7,50,57,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
80,2011-01-04,1,0,1,12,2,1,1,0.22,0.2273,0.51,12,66,78,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
81,2011-01-04,1,0,1,13,2,1,1,0.24,0.2273,0.56,18,79,97,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
82,2011-01-04,1,0,1,14,2,1,1,0.26,0.2576,0.52,9,54,63,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
83,2011-01-04,1,0,1,15,2,1,1,0.28,0.2727,0.52,17,48,65,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
84,2011-01-04,1,0,1,16,2,1,1,0.3,0.2879,0.49,15,68,83,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
85,2011-01-04,1,0,1,17,2,1,1,0.28,0.2727,0.48,10,202,212,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
86,2011-01-04,1,0,1,18,2,1,1,0.26,0.2576,0.48,3,179,182,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
87,2011-01-04,1,0,1,19,2,1,1,0.24,0.2576,0.48,2,110,112,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
88,2011-01-04,1,0,1,20,2,1,1,0.24,0.2576,0.48,1,53,54,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
89,2011-01-04,1,0,1,21,2,1,1,0.22,0.2727,0.64,0,48,48,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
90,2011-01-04,1,0,1,22,2,1,1,0.22,0.2576,0.64,1,34,35,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
91,2011-01-04,1,0,1,23,2,1,1,0.2,0.2273,0.69,2,9,11,spring,2011,January,Tuesday,Clear/Partly cloudy,Weekday
92,2011-01-05,1,0,1,0,3,1,1,0.2,0.2576,0.64,0,6,6,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
93,2011-01-05,1,0,1,1,3,1,1,0.16,0.197,0.74,0,6,6,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
94,2011-01-05,1,0,1,2,3,1,1,0.16,0.197,0.74,0,2,2,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
95,2011-01-05,1,0,1,4,3,1,1,0.24,0.2273,0.48,0,2,2,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
96,2011-01-05,1,0,1,5,3,1,1,0.22,0.2273,0.47,0,3,3,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
97,2011-01-05,1,0,1,6,3,1,1,0.2,0.197,0.47,0,33,33,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
98,2011-01-05,1,0,1,7,3,1,1,0.18,0.1818,0.43,1,87,88,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
99,2011-01-05,1,0,1,8,3,1,1,0.2,0.1818,0.4,3,192,195,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
100,2011-01-05,1,0,1,9,3,1,1,0.22,0.197,0.37,6,109,115,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
101,2011-01-05,1,0,1,10,3,1,1,0.22,0.197,0.37,4,53,57,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
102,2011-01-05,1,0,1,11,3,1,1,0.26,0.2273,0.33,12,34,46,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
103,2011-01-05,1,0,1,12,3,1,1,0.26,0.2273,0.33,5,74,79,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
104,2011-01-05,1,0,1,13,3,1,1,0.28,0.2576,0.3,6,65,71,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
105,2011-01-05,1,0,1,14,3,1,1,0.3,0.2879,0.28,10,52,62,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
106,2011-01-05,1,0,1,15,3,1,1,0.3,0.2879,0.28,7,55,62,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
107,2011-01-05,1,0,1,16,3,1,1,0.3,0.3182,0.28,4,85,89,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
108,2011-01-05,1,0,1,17,3,1,1,0.24,0.2273,0.38,4,186,190,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
109,2011-01-05,1,0,1,18,3,1,1,0.24,0.2424,0.38,3,166,169,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
110,2011-01-05,1,0,1,19,3,1,1,0.24,0.2576,0.38,5,127,132,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
111,2011-01-05,1,0,1,20,3,1,1,0.22,0.2273,0.47,7,82,89,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
112,2011-01-05,1,0,1,21,3,1,1,0.2,0.197,0.51,3,40,43,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
113,2011-01-05,1,0,1,22,3,1,1,0.18,0.197,0.55,1,41,42,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
114,2011-01-05,1,0,1,23,3,1,1,0.2,0.2576,0.47,1,18,19,spring,2011,January,Wednesday,Clear/Partly cloudy,Weekday
115,2011-01-06,1,0,1,0,4,1,1,0.18,0.2424,0.55,0,11,11,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
116,2011-01-06,1,0,1,1,4,1,1,0.16,0.2273,0.64,0,4,4,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
117,2011-01-06,1,0,1,2,4,1,1,0.16,0.2273,0.64,0,2,2,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
118,2011-01-06,1,0,1,4,4,1,2,0.16,0.197,0.64,0,1,1,spring,2011,January,Thursday,Mist/Cloudy,Weekday
119,2011-01-06,1,0,1,5,4,1,2,0.14,0.1818,0.69,0,4,4,spring,2011,January,Thursday,Mist/Cloudy,Weekday
120,2011-01-06,1,0,1,6,4,1,2,0.14,0.1667,0.63,0,36,36,spring,2011,January,Thursday,Mist/Cloudy,Weekday
121,2011-01-06,1,0,1,7,4,1,2,0.16,0.2273,0.59,0,95,95,spring,2011,January,Thursday,Mist/Cloudy,Weekday
122,2011-01-06,1,0,1,8,4,1,1,0.16,0.2273,0.59,3,216,219,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
123,2011-01-06,1,0,1,9,4,1,2,0.18,0.2424,0.51,6,116,122,spring,2011,January,Thursday,Mist/Cloudy,Weekday
124,2011-01-06,1,0,1,10,4,1,1,0.2,0.2576,0.47,3,42,45,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
125,2011-01-06,1,0,1,11,4,1,1,0.22,0.2576,0.44,2,57,59,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
126,2011-01-06,1,0,1,12,4,1,1,0.26,0.2879,0.35,6,78,84,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
127,2011-01-06,1,0,1,13,4,1,1,0.26,0.2727,0.35,12,55,67,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
128,2011-01-06,1,0,1,14,4,1,1,0.28,0.2727,0.36,11,59,70,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
129,2011-01-06,1,0,1,15,4,1,1,0.28,0.2727,0.36,8,54,62,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
130,2011-01-06,1,0,1,16,4,1,1,0.26,0.2576,0.38,12,74,86,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
131,2011-01-06,1,0,1,17,4,1,1,0.22,0.2273,0.51,9,163,172,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
132,2011-01-06,1,0,1,18,4,1,1,0.22,0.2273,0.51,5,158,163,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
133,2011-01-06,1,0,1,19,4,1,1,0.22,0.2576,0.55,3,109,112,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
134,2011-01-06,1,0,1,20,4,1,1,0.2,0.2121,0.51,3,66,69,spring,2011,January,Thursday,Clear/Partly cloudy,Weekday
135,2011-01-06,1,0,1,21,4,1,2,0.22,0.2121,0.55,0,48,48,spring,2011,January,Thursday,Mist/Cloudy,Weekday
136,2011-01-06,1,0,1,22,4,1,2,0.22,0.2121,0.51,1,51,52,spring,2011,January,Thursday,Mist/Cloudy,Weekday
137,2011-01-06,1,0,1,23,4,1,2,0.2,0.197,0.59,4,19,23,spring,2011,January,Thursday,Mist/Cloudy,Weekday
138,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.64,4,13,17,spring,2011,January,Friday,Mist/Cloudy,Weekday
139,2011-01-07,1,0,1,1,5,1,2,0.2,0.197,0.69,2,5,7,spring,2011,January,Friday,Mist/Cloudy,Weekday
140,2011-01-07,1,0,1,2,5,1,2,0.2,0.197,0.69,0,1,1,spring,2011,January,Friday,Mist/Cloudy,Weekday
141,2011-01-07,1,0,1,4,5,1,2,0.2,0.2121,0.69,0,1,1,spring,2011,January,Friday,Mist/Cloudy,Weekday
142,2011-01-07,1,0,1,5,5,1,3,0.22,0.2727,0.55,0,5,5,spring,2011,January,Friday,Light Snow/Rain,Weekday
143,2011-01-07,1,0,1,6,5,1,2,0.2,0.2576,0.69,8,26,34,spring,2011,January,Friday,Mist/Cloudy,Weekday
144,2011-01-07,1,0,1,7,5,1,1,0.2,0.2121,0.69,8,76,84,spring,2011,January,Friday,Clear/Partly cloudy,Weekday
145,2011-01-07,1,0,1,8,5,1,1,0.2,0.197,0.51,20,190,210,spring,2011,January,Friday,Clear/Partly cloudy,Weekday
146,2011-01-07,1,0,1,9,5,1,1,0.2,0.1818,0.47,9,125,134,spring,2011,January,Friday,Clear/Partly cloudy,Weekday
147,2011-01-07,1,0,1,10,5,1,1,0.22,0.197,0.37,16,47,63,spring,2011,January,Friday,Clear/Partly cloudy,Weekday
148,2011-01-07,1,0,1,11,5,1,2,0.2,0.197,0.4,19,48,67,spring,2011,January,Friday,Mist/Cloudy,Weekday
149,2011-01-07,1,0,1,12,5,1,2,0.2,0.197,0.37,9,50,59,spring,2011,January,Friday,Mist/Cloudy,Weekday
150,2011-01-07,1,0,1,13,5,1,2,0.2,0.1818,0.37,9,64,73,spring,2011,January,Friday,Mist/Cloudy,Weekday
151,2011-01-07,1,0,1,14,5,1,2,0.2,0.197,0.4,7,43,50,spring,2011,January,Friday,Mist/Cloudy,Weekday
152,2011-01-07,1,0,1,15,5,1,2,0.2,0.2121,0.37,9,63,72,spring,2011,January,Friday,Mist/Cloudy,Weekday
153,2011-01-07,1,0,1,16,5,1,2,0.2,0.2121,0.37,5,82,87,spring,2011,January,Friday,Mist/Cloudy,Weekday
154,2011-01-07,1,0,1,17,5,1,2,0.2,0.2576,0.37,9,178,187,spring,2011,January,Friday,Mist/Cloudy,Weekday
155,2011-01-07,1,0,1,18,5,1,1,0.2,0.2273,0.4,7,116,123,spring,2011,January,Friday,Clear/Partly cloudy,Weekday
156,2011-01-07,1,0,1,19,5,1,1,0.16,0.197,0.55,3,92,95,spring,2011,January,Friday,Clear/Partly cloudy,Weekday
157,2011-01-07,1,0,1,20,5,1,1,0.18,0.2121,0.47,1,50,51,spring,2011,January,Friday,Clear/Partly cloudy,Weekday
158,2011-01-07,1,0,1,21,5,1,1,0.18,0.197,0.47,0,39,39,spring,2011,January,Friday,Clear/Partly cloudy,Weekday
159,2011-01-07,1,0,1,22,5,1,2,0.18,0.197,0.43,2,34,36,spring,2011,January,Friday,Mist/Cloudy,Weekday
160,2011-01-07,1,0,1,23,5,1,2,0.18,0.197,0.51,1,14,15,spring,2011,January,Friday,Mist/Cloudy,Weekday
161,2011-01-08,1,0,1,0,6,0,2,0.18,0.197,0.51,1,24,25,spring,2011,January,Saturday,Mist/Cloudy,Weekend
162,2011-01-08,1,0,1,1,6,0,2,0.18,0.2121,0.55,1,15,16,spring,2011,January,Saturday,Mist/Cloudy,Weekend
163,2011-01-08,1,0,1,2,6,0,2,0.18,0.2424,0.55,3,13,16,spring,2011,January,Saturday,Mist/Cloudy,Weekend
164,2011-01-08,1,0,1,3,6,0,3,0.18,0.197,0.55,0,7,7,spring,2011,January,Saturday,Light Snow/Rain,Weekend
165,2011-01-08,1,0,1,4,6,0,3,0.18,0.197,0.55,0,1,1,spring,2011,January,Saturday,Light Snow/Rain,Weekend
166,2011-01-08,1,0,1,5,6,0,2,0.16,0.1667,0.74,0,5,5,spring,2011,January,Saturday,Mist/Cloudy,Weekend
167,2011-01-08,1,0,1,6,6,0,2,0.16,0.1667,0.74,0,2,2,spring,2011,January,Saturday,Mist/Cloudy,Weekend
168,2011-01-08,1,0,1,7,6,0,2,0.16,0.1818,0.74,1,8,9,spring,2011,January,Saturday,Mist/Cloudy,Weekend
169,2011-01-08,1,0,1,8,6,0,3,0.16,0.1818,0.93,0,15,15,spring,2011,January,Saturday,Light Snow/Rain,Weekend
170,2011-01-08,1,0,1,9,6,0,3,0.16,0.1818,0.93,0,20,20,spring,2011,January,Saturday,Light Snow/Rain,Weekend
171,2011-01-08,1,0,1,10,6,0,2,0.18,0.197,0.8,5,56,61,spring,2011,January,Saturday,Mist/Cloudy,Weekend
172,2011-01-08,1,0,1,11,6,0,2,0.2,0.1818,0.69,2,60,62,spring,2011,January,Saturday,Mist/Cloudy,Weekend
173,2011-01-08,1,0,1,12,6,0,2,0.2,0.1818,0.59,8,90,98,spring,2011,January,Saturday,Mist/Cloudy,Weekend
174,2011-01-08,1,0,1,13,6,0,1,0.2,0.1818,0.44,7,95,102,spring,2011,January,Saturday,Clear/Partly cloudy,Weekend
175,2011-01-08,1,0,1,14,6,0,1,0.2,0.1667,0.32,12,83,95,spring,2011,January,Saturday,Clear/Partly cloudy,Weekend
176,2011-01-08,1,0,1,15,6,0,1,0.2,0.1667,0.32,5,69,74,spring,2011,January,Saturday,Clear/Partly cloudy,Weekend
177,2011-01-08,1,0,1,16,6,0,1,0.18,0.1364,0.29,8,68,76,spring,2011,January,Saturday,Clear/Partly cloudy,Weekend
178,2011-01-08,1,0,1,17,6,0,1,0.16,0.1212,0.37,5,64,69,spring,2011,January,Saturday,Clear/Partly cloudy,Weekend
179,2011-01-08,1,0,1,18,6,0,1,0.14,0.1212,0.39,3,52,55,spring,2011,January,Saturday,Clear/Partly cloudy,Weekend
180,2011-01-08,1,0,1,19,6,0,1,0.14,0.1212,0.36,4,26,30,spring,2011,January,Saturday,Clear/Partly cloudy,Weekend
181,2011-01-08,1,0,1,20,6,0,1,0.12,0.1212,0.36,0,28,28,spring,2011,January,Saturday,Clear/Partly cloudy,Weekend
182,2011-01-08,1,0,1,21,6,0,1,0.12,0.1061,0.39,2,35,37,spring,2011,January,Saturday,Clear/Partly cloudy,Weekend
183,2011-01-08,1,0,1,22,6,0,1,0.12,0.1061,0.36,1,33,34,spring,2011,January,Saturday,Clear/Partly cloudy,Weekend
184,2011-01-08,1,0,1,23,6,0,1,0.1,0.0606,0.39,0,22,22,spring,2011,January,Saturday,Clear/Partly cloudy,Weekend
185,2011-01-09,1,0,1,0,0,0,1,0.1,0.0758,0.42,1,24,25,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
186,2011-01-09,1,0,1,1,0,0,1,0.1,0.0606,0.42,0,12,12,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
187,2011-01-09,1,0,1,2,0,0,1,0.1,0.0606,0.46,0,11,11,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
188,2011-01-09,1,0,1,3,0,0,1,0.1,0.0758,0.46,0,4,4,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
189,2011-01-09,1,0,1,4,0,0,1,0.08,0.0909,0.53,0,1,1,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
190,2011-01-09,1,0,1,5,0,0,1,0.08,0.0909,0.53,0,1,1,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
191,2011-01-09,1,0,1,6,0,0,1,0.1,0.0909,0.49,0,1,1,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
192,2011-01-09,1,0,1,7,0,0,1,0.08,0.0909,0.53,1,5,6,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
193,2011-01-09,1,0,1,8,0,0,1,0.1,0.0909,0.49,0,10,10,spring,2011,January,Sunday,Clear/Partly cloudy,Weekend
